Length,Height,Whole weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.565,0.15,0.99,0.206,2,0,0,1
0.565,0.175,1.0095,0.2645,2,1,0,0
0.57,0.15,1.0375,0.25,2,0,0,1
0.57,0.145,0.8775,0.22,2,1,0,0
0.57,0.15,0.755,0.224,2,0,1,0
0.575,0.145,0.9945,0.265,1,1,0,0
0.575,0.16,1.068,0.2575,2,1,0,0
0.575,0.14,0.8455,0.222,2,0,0,1
0.575,0.165,0.869,0.238,2,1,0,0
0.575,0.135,0.907,0.26,2,0,0,1
0.575,0.13,0.805,0.245,2,0,1,0
0.575,0.17,1.0225,0.228,2,0,0,1
0.575,0.145,0.847,0.22,2,0,0,1
0.58,0.15,1.114,0.265,2,0,0,1
0.58,0.195,1.859,0.441,2,0,0,1
0.58,0.135,0.814,0.22,2,0,0,1
0.58,0.14,0.9615,0.253,2,0,0,1
0.58,0.145,1.0025,0.2295,2,0,0,1
0.58,0.155,0.93,0.265,2,1,0,0
0.585,0.145,0.9335,0.235,2,0,0,1
0.585,0.16,0.9555,0.265,1,0,0,1
0.59,0.15,0.9955,0.24,2,0,0,1
0.6,0.16,1.0265,0.2565,2,1,0,0
0.6,0.17,1.1915,0.24,2,0,0,1
0.6,0.15,1.1025,0.25,2,1,0,0
0.6,0.155,1.0165,0.225,2,0,0,1
0.605,0.165,1.1775,0.292,2,1,0,0
0.605,0.14,1.1175,0.274,2,0,0,1
0.605,0.17,1.1835,0.317,2,0,0,1
0.605,0.165,1.056,0.357,2,1,0,0
0.61,0.16,1.0145,0.2415,2,0,0,1
0.61,0.145,1.3305,0.2865,2,0,0,1
0.61,0.165,1.052,0.267,2,0,0,1
0.615,0.17,1.0565,0.27,2,0,0,1
0.615,0.15,0.923,0.2415,2,1,0,0
0.615,0.155,1.027,0.285,2,1,0,0
0.62,0.135,1.0195,0.2475,2,0,0,1
0.62,0.2,0.858,0.2405,2,0,0,1
0.62,0.16,1.1125,0.281,2,1,0,0
0.625,0.175,1.3745,0.332,2,1,0,0
0.625,0.185,1.2065,0.286,2,0,0,1
0.63,0.155,1.1325,0.287,2,0,0,1
0.63,0.175,1.2645,0.3425,2,0,0,1
0.635,0.015,1.1565,0.2885,2,1,0,0
0.64,0.165,1.369,0.358,2,0,0,1
0.645,0.195,1.39,0.3735,2,0,0,1
0.645,0.17,1.1345,0.305,2,1,0,0
0.65,0.19,1.464,0.4245,2,1,0,0
0.65,0.155,1.202,0.294,2,0,0,1
0.655,0.16,1.31,0.345,2,0,0,1
0.655,0.175,1.415,0.364,2,1,0,0
0.66,0.185,1.346,0.476,2,1,0,0
0.665,0.16,1.363,0.34,2,0,0,1
0.665,0.17,1.2975,0.3595,2,0,1,0
0.67,0.205,1.3645,0.353,2,1,0,0
0.685,0.215,1.7025,0.4735,2,1,0,0
0.685,0.165,1.519,0.4,2,0,0,1
0.69,0.155,1.454,0.39,2,1,0,0
0.69,0.21,1.583,0.3865,2,0,0,1
0.69,0.17,1.5535,0.3695,2,1,0,0
0.695,0.185,1.74,0.4375,2,0,0,1
0.7,0.18,1.751,0.446,2,0,0,1
0.7,0.19,2.273,0.638,2,0,0,1
0.7,0.19,1.6465,0.3995,2,1,0,0
0.705,0.17,1.219,0.301,2,1,0,0
0.71,0.18,1.652,0.4525,2,1,0,0
0.715,0.19,2.0045,0.5075,2,0,0,1
0.715,0.19,1.6755,0.42,2,0,0,1
0.72,0.195,2.103,0.5375,2,1,0,0
0.72,0.2,1.9965,0.5215,2,1,0,0
0.72,0.145,1.187,0.2685,2,0,0,1
0.725,0.185,1.978,0.4505,2,0,0,1
0.73,0.185,1.8795,0.4825,2,1,0,0
0.735,0.185,2.124,0.5,2,0,0,1
0.745,0.215,1.931,0.5,2,0,0,1
0.75,0.21,2.236,0.545,2,1,0,0
0.755,0.21,2.505,0.6785,2,1,0,0
0.755,0.205,2.0065,0.595,2,0,0,1
0.78,0.215,2.657,0.586,2,1,0,0
0.185,0.12,0.4645,0.15,1,0,1,0
0.245,0.06,0.0765,0.0215,1,0,1,0
0.25,0.065,0.0685,0.0225,1,0,1,0
0.25,0.065,0.0835,0.025,1,0,1,0
0.275,0.09,0.1125,0.0355,1,0,1,0
0.305,0.065,0.1075,0.038,1,0,1,0
0.31,0.07,0.1055,0.04,1,0,1,0
0.315,0.08,0.1375,0.0445,1,0,1,0
0.315,0.07,0.1145,0.0385,1,0,1,0
0.325,0.075,0.139,0.09,1,0,1,0
0.33,0.095,0.2085,0.052,1,0,1,0
0.33,0.095,0.1595,0.0435,1,0,1,0
0.335,0.09,0.2015,0.048,1,0,1,0
0.34,0.09,0.179,0.055,1,0,1,0
0.345,0.095,0.1945,0.055,1,0,1,0
0.345,0.085,0.2005,0.05,1,0,1,0
0.35,0.075,0.215,0.065,1,0,1,0
0.35,0.09,0.1785,0.0525,2,0,1,0
0.36,0.085,0.196,0.064,1,0,1,0
0.365,0.085,0.1875,0.058,1,0,1,0
0.365,0.085,0.196,0.06,1,0,1,0
0.365,0.085,0.213,0.06,1,0,1,0
0.37,0.09,0.2445,0.075,1,0,1,0
0.37,0.085,0.217,0.062,1,0,1,0
0.375,0.095,0.213,0.061,1,0,1,0
0.375,0.085,0.2385,0.0695,1,0,1,0
0.375,0.09,0.218,0.0755,1,0,1,0
0.375,0.095,0.2465,0.0775,1,0,1,0
0.375,0.08,0.2025,0.065,2,0,1,0
0.375,0.085,0.218,0.07,1,0,1,0
0.38,0.11,0.256,0.0755,1,0,1,0
0.38,0.08,0.2105,0.07,2,0,1,0
0.385,0.09,0.2615,0.0745,2,0,1,0
0.385,0.085,0.2175,0.067,2,0,1,0
0.385,0.095,0.302,0.0735,1,0,1,0
0.385,0.09,0.228,0.0655,1,0,1,0
0.39,0.095,0.3265,0.089,1,0,1,0
0.395,0.105,0.284,0.0945,2,0,1,0
0.395,0.095,0.2725,0.085,2,0,1,0
0.395,0.1,0.2985,0.082,1,0,1,0
0.4,0.1,0.2675,0.0765,1,0,1,0
0.405,0.09,0.2645,0.075,1,0,1,0
0.41,0.11,0.33,0.17,1,0,1,0
0.42,0.09,0.328,0.082,1,0,1,0
0.425,0.11,0.3335,0.1,1,0,1,0
0.425,0.1,0.3055,0.106,1,0,1,0
0.425,0.09,0.301,0.08,1,0,1,0
0.43,0.0107996,0.428,0.115,2,0,1,0
0.43,0.095,0.378,0.1045,2,0,1,0
0.435,0.11,0.3685,0.12,1,0,1,0
0.44,0.12,0.438,0.12,2,0,1,0
0.45,0.105,0.448,0.12,2,0,1,0
0.455,0.105,0.4005,0.126,2,0,1,0
0.455,0.115,0.4305,0.1245,2,1,0,0
0.455,0.1,0.372,0.11,2,0,1,0
0.46,0.105,0.466,0.11,1,0,1,0
0.46,0.105,0.3705,0.114,2,0,1,0
0.46,0.125,0.4785,0.141,2,1,0,0
0.465,0.11,0.346,0.113,2,0,1,0
0.47,0.1,0.411,0.135,2,0,1,0
0.47,0.18,0.48,0.1505,2,0,1,0
0.47,0.12,0.393,0.115,2,0,1,0
0.475,0.1,0.5035,0.14,2,0,1,0
0.475,0.12,0.441,0.1505,2,0,1,0
0.475,0.11,0.492,0.15,2,0,1,0
0.48,0.125,0.5435,0.165,2,0,1,0
0.48,0.115,0.4725,0.132,2,0,1,0
0.48,0.1,0.461,0.135,2,0,1,0
0.495,0.12,0.4965,0.1495,2,0,1,0
0.495,0.13,0.5125,0.16,1,0,1,0
0.495,0.12,0.553,0.167,2,0,0,1
0.5,0.135,0.594,0.1565,2,0,1,0
0.5,0.135,0.6765,0.2065,2,0,0,1
0.5,0.145,0.5795,0.185,2,0,1,0
0.5,0.14,0.6615,0.196,2,0,1,0
0.5,0.125,0.5695,0.157,1,0,1,0
0.5,0.14,0.6215,0.195,2,0,1,0
0.505,0.13,0.6015,0.18,2,0,1,0
0.505,0.12,0.594,0.18,1,0,1,0
0.505,0.105,0.551,0.171,2,0,1,0
0.515,0.12,0.625,0.16,1,0,1,0
0.515,0.135,0.711,0.205,2,0,1,0
0.515,0.135,0.6965,0.175,2,0,1,0
0.52,0.13,0.5825,0.18,2,0,1,0
0.52,0.125,0.663,0.1905,2,0,1,0
0.525,0.125,0.6965,0.164,2,0,1,0
0.525,0.155,0.842,0.2045,2,0,0,1
0.53,0.13,0.694,0.167,2,0,1,0
0.53,0.155,0.81,0.192,2,0,1,0
0.53,0.11,0.5745,0.189,2,0,1,0
0.53,0.13,0.7675,0.21,2,0,1,0
0.535,0.135,0.6025,0.154,2,0,1,0
0.535,0.15,0.5765,0.225,2,0,1,0
0.535,0.13,0.7145,0.2075,2,1,0,0
0.535,0.15,0.717,0.194,2,0,0,1
0.54,0.145,0.8655,0.2175,2,1,0,0
0.54,0.14,0.7265,0.229,2,0,1,0
0.545,0.135,0.7715,0.227,2,0,1,0
0.545,0.15,0.8,0.207,2,1,0,0
0.545,0.15,0.7285,0.2545,2,0,1,0
0.545,0.135,0.5945,0.185,2,0,1,0
0.55,0.145,0.7895,0.223,2,0,1,0
0.55,0.125,0.651,0.2,2,1,0,0
0.55,0.15,0.8745,0.248,2,0,0,1
0.55,0.14,0.7535,0.2325,2,0,1,0
0.55,0.135,0.7305,0.215,2,0,1,0
0.555,0.14,0.8705,0.255,2,0,0,1
0.555,0.155,0.7395,0.28,2,0,1,0
0.555,0.14,0.7665,0.23,2,0,1,0
0.555,0.145,0.7905,0.225,2,0,1,0
0.56,0.135,0.8205,0.236,2,0,1,0
0.56,0.145,0.688,0.2165,2,0,1,0
0.56,0.155,1.224,0.2695,2,1,0,0
0.56,0.145,0.974,0.235,2,0,1,0
0.565,0.175,0.8735,0.21,2,0,1,0
0.565,0.145,0.8495,0.225,2,1,0,0
0.565,0.15,0.796,0.219,2,0,0,1
0.565,0.125,0.744,0.1685,2,0,0,1
0.57,0.145,0.751,0.2215,2,0,1,0
0.57,0.135,0.794,0.245,2,0,1,0
0.57,0.135,0.9795,0.2655,2,1,0,0
0.57,0.17,0.873,0.2705,2,0,0,1
0.57,0.13,0.7665,0.202,2,0,1,0
0.57,0.125,0.8965,0.275,2,0,0,1
0.575,0.135,0.857,0.2125,2,1,0,0
0.575,0.165,1.078,0.306,2,1,0,0
0.575,0.155,0.892,0.22,2,0,0,1
0.58,0.155,1.4395,0.2955,2,0,0,1
0.58,0.135,0.7955,0.204,2,0,0,1
0.58,0.15,0.858,0.253,2,1,0,0
0.585,0.155,0.9145,0.235,2,0,0,1
0.585,0.185,1.171,0.335,2,0,0,1
0.585,0.16,1.0505,0.285,2,0,1,0
0.585,0.165,1.1135,0.274,2,0,0,1
0.585,0.165,1.409,0.295,2,0,0,1
0.585,0.15,1.065,0.2885,2,0,0,1
0.585,0.18,0.7995,0.237,2,0,0,1
0.59,0.135,0.7715,0.23,2,0,1,0
0.59,0.18,1.187,0.31,2,0,0,1
0.59,0.155,0.8855,0.275,2,0,0,1
0.595,0.15,0.98,0.2255,2,1,0,0
0.595,0.155,1.026,0.305,2,1,0,0
0.6,0.17,1.1315,0.309,2,0,0,1
0.6,0.155,1.014,0.325,2,0,0,1
0.6,0.15,1.12,0.27,2,0,1,0
0.6,0.155,1.04,0.28,2,1,0,0
0.6,0.145,0.8895,0.269,2,1,0,0
0.6,0.155,0.9595,0.295,2,0,0,1
0.605,0.15,1.238,0.33,2,0,1,0
0.605,0.14,0.9755,0.315,2,0,0,1
0.605,0.13,0.9025,0.26,2,0,1,0
0.605,0.175,1.076,0.335,2,1,0,0
0.605,0.16,1.0835,0.275,2,1,0,0
0.61,0.15,0.871,0.25,2,0,0,1
0.61,0.165,1.244,0.305,2,0,0,1
0.61,0.17,1.0265,0.3035,2,0,0,1
0.61,0.15,0.9605,0.286,2,0,1,0
0.61,0.17,1.137,0.347,2,0,0,1
0.61,0.16,1,0.275,2,0,0,1
0.615,0.155,1.004,0.2895,2,1,0,0
0.615,0.165,1.128,0.34,2,0,0,1
0.615,0.17,1.054,0.295,2,0,0,1
0.615,0.165,1.023,0.3035,2,1,0,0
0.615,0.17,1.129,0.3,2,0,0,1
0.615,0.175,1.118,0.3,2,0,0,1
0.615,0.155,1.115,0.355,2,1,0,0
0.62,0.175,1.2815,0.39,2,0,0,1
0.62,0.18,1.2555,0.355,2,0,0,1
0.62,0.15,1.293,0.354,2,1,0,0
0.62,0.16,1.1295,0.33,2,1,0,0
0.625,0.17,1.082,0.315,2,0,0,1
0.625,0.175,1.15,0.3045,2,1,0,0
0.625,0.16,1.264,0.321,2,1,0,0
0.625,0.155,1.2035,0.3185,2,1,0,0
0.63,0.17,1.3205,0.345,2,1,0,0
0.63,0.18,1.272,0.315,2,0,1,0
0.63,0.145,1.062,0.3365,2,0,0,1
0.63,0.145,1.0605,0.28,2,0,1,0
0.63,0.16,1.093,0.315,2,0,0,1
0.635,0.16,1.101,0.3455,2,0,0,1
0.635,0.165,1.4595,0.39,2,1,0,0
0.635,0.175,1.211,0.323,2,1,0,0
0.635,0.17,1.1935,0.3665,2,0,0,1
0.635,0.155,0.986,0.31,2,0,0,1
0.64,0.23,1.521,0.406,2,0,0,1
0.64,0.18,1.3135,0.4075,2,0,0,1
0.645,0.16,1.1835,0.345,2,0,0,1
0.645,0.195,1.401,0.3725,2,0,0,1
0.645,0.16,1.5075,0.4325,2,0,0,1
0.65,0.165,1.16,0.349,2,1,0,0
0.65,0.22,1.662,0.435,2,1,0,0
0.65,0.175,1.5365,0.405,2,0,0,1
0.65,0.19,1.542,0.375,2,0,0,1
0.65,0.17,1.567,0.391,2,1,0,0
0.655,0.19,1.3595,0.3985,2,1,0,0
0.655,0.205,1.6445,0.46,2,0,0,1
0.655,0.19,1.4545,0.383,2,1,0,0
0.655,0.175,1.3585,0.365,2,0,0,1
0.66,0.21,1.548,0.3925,2,1,0,0
0.66,0.17,1.337,0.3575,2,1,0,0
0.665,0.18,1.491,0.435,2,1,0,0
0.67,0.225,1.5615,0.3725,2,1,0,0
0.67,0.175,1.0145,0.3745,2,1,0,0
0.675,0.185,1.7375,0.469,2,0,0,1
0.685,0.205,1.7925,0.461,2,0,0,1
0.695,0.19,1.7635,0.4975,2,1,0,0
0.7,0.13,1.556,0.195,2,1,0,0
0.705,0.515,2.21,0.512,2,0,0,1
0.705,0.215,2.141,0.528,2,0,0,1
0.705,0.18,1.5345,0.43,2,1,0,0
0.71,0.17,1.614,0.45,2,1,0,0
0.72,0.17,1.9335,0.51,2,1,0,0
0.72,0.215,2.173,0.5365,2,0,0,1
0.725,0.2,1.737,0.595,2,1,0,0
0.73,0.19,1.7375,0.52,2,1,0,0
0.735,0.205,2.1275,0.565,2,1,0,0
0.745,0.215,2.25,0.558,2,1,0,0
0.75,0.235,2.5085,0.612,2,1,0,0
0.815,0.25,2.255,0.7975,2,1,0,0
0.14,0.035,0.014,0.004,1,0,1,0
0.23,0.06,0.0515,0.036,1,0,1,0
0.365,0.135,0.2215,0.0605,1,0,1,0
0.365,0.08,0.1985,0.053,1,0,1,0
0.37,0.095,0.232,0.0615,1,0,1,0
0.375,0.085,0.3155,0.067,1,0,1,0
0.385,0.09,0.247,0.0675,1,0,1,0
0.395,0.09,0.3025,0.0765,1,0,1,0
0.4,0.11,0.329,0.0825,1,0,1,0
0.4,0.09,0.2815,0.08,1,0,1,0
0.405,0.095,0.3425,0.0855,2,0,1,0
0.405,0.09,0.2825,0.0815,1,0,1,0
0.405,0.105,0.304,0.0805,1,0,1,0
0.41,0.095,0.2905,0.073,1,0,1,0
0.415,0.115,0.3895,0.103,2,0,0,1
0.425,0.105,0.389,0.088,1,0,1,0
0.43,0.105,0.4405,0.1075,1,0,1,0
0.44,0.105,0.369,0.1015,1,0,1,0
0.44,0.12,0.4565,0.1025,2,0,0,1
0.44,0.11,0.4465,0.1135,2,0,1,0
0.45,0.125,0.4475,0.11,1,0,0,1
0.455,0.135,0.501,0.1065,1,0,1,0
0.46,0.11,0.436,0.125,2,0,1,0
0.47,0.14,0.4615,0.116,2,0,1,0
0.47,0.125,0.4315,0.1175,1,0,1,0
0.47,0.12,0.3685,0.1365,1,0,1,0
0.475,0.125,0.649,0.142,2,0,0,1
0.475,0.115,0.459,0.1165,1,0,1,0
0.475,0.115,0.566,0.1335,1,1,0,0
0.48,0.125,0.542,0.147,1,0,1,0
0.485,0.12,0.4725,0.147,1,0,1,0
0.485,0.085,0.6435,0.198,2,0,0,1
0.485,0.13,0.526,0.1555,1,0,0,1
0.495,0.12,0.573,0.144,1,1,0,0
0.505,0.105,0.5525,0.1555,2,0,0,1
0.505,0.135,0.6855,0.161,2,1,0,0
0.515,0.125,0.556,0.17,2,0,1,0
0.515,0.145,0.9365,0.2185,2,0,0,1
0.515,0.125,0.5625,0.17,1,0,1,0
0.52,0.125,0.559,0.149,2,0,0,1
0.525,0.14,0.7205,0.1735,2,0,0,1
0.53,0.13,0.7045,0.189,2,0,1,0
0.53,0.125,0.7575,0.175,2,0,0,1
0.545,0.14,0.7405,0.203,2,1,0,0
0.55,0.14,0.84,0.1945,2,1,0,0
0.55,0.16,0.793,0.215,2,0,0,1
0.56,0.15,0.8745,0.22,2,1,0,0
0.56,0.15,0.8715,0.1835,2,1,0,0
0.57,0.15,0.9875,0.249,2,0,0,1
0.575,0.15,1.08,0.238,2,0,0,1
0.575,0.165,0.9155,0.2385,2,0,0,1
0.58,0.175,1.165,0.3055,2,1,0,0
0.58,0.14,0.953,0.2095,2,1,0,0
0.585,0.15,0.906,0.2335,2,0,0,1
0.59,0.15,0.8725,0.245,2,0,0,1
0.59,0.15,1.151,0.2515,2,1,0,0
0.59,0.145,0.9905,0.275,2,1,0,0
0.595,0.16,1.04,0.288,2,1,0,0
0.6,0.155,0.945,0.25,2,0,0,1
0.6,0.2,1.259,0.357,2,0,0,1
0.605,0.165,0.9515,0.2765,2,1,0,0
0.605,0.16,1.201,0.38,2,1,0,0
0.605,0.17,1.289,0.3315,2,1,0,0
0.61,0.17,1.1005,0.305,2,1,0,0
0.615,0.13,0.8425,0.251,2,0,1,0
0.62,0.155,1.049,0.25,2,0,0,1
0.62,0.155,1.012,0.275,2,1,0,0
0.62,0.165,1.0725,0.312,2,0,0,1
0.625,0.175,1.4105,0.3465,2,0,0,1
0.625,0.18,1.136,0.305,2,0,0,1
0.63,0.145,1.1005,0.276,2,0,0,1
0.63,0.175,1.1105,0.329,2,1,0,0
0.63,0.15,1.1315,0.305,2,0,0,1
0.63,0.15,1.271,0.31,2,0,0,1
0.63,0.225,1.336,0.3245,2,1,0,0
0.635,0.145,1.1345,0.315,2,1,0,0
0.635,0.185,1.308,0.377,2,0,0,1
0.64,0.205,1.5335,0.4025,2,1,0,0
0.645,0.175,1.546,0.415,2,1,0,0
0.645,0.155,1.539,0.43,2,0,0,1
0.645,0.165,1.318,0.335,2,1,0,0
0.65,0.175,1.5245,0.495,2,1,0,0
0.65,0.175,1.466,0.4,2,0,0,1
0.65,0.16,1.3825,0.3195,2,1,0,0
0.65,0.14,1.175,0.215,2,0,0,1
0.655,0.215,1.5555,0.444,2,1,0,0
0.655,0.215,1.7835,0.4195,2,0,0,1
0.66,0.165,1.374,0.345,2,0,0,1
0.665,0.18,1.389,0.395,2,1,0,0
0.67,0.2,1.7025,0.41,2,0,0,1
0.67,0.175,1.5265,0.345,2,0,0,1
0.67,0.19,1.519,0.415,2,0,0,1
0.68,0.185,1.741,0.4685,2,1,0,0
0.68,0.17,1.6115,0.395,2,0,0,1
0.69,0.2,1.7825,0.461,2,0,0,1
0.7,0.17,1.684,0.32,2,1,0,0
0.7,0.2,1.858,0.595,2,0,0,1
0.705,0.165,1.675,0.388,2,0,0,1
0.72,0.2,2.1055,0.494,2,0,0,1
0.725,0.24,2.21,0.5015,2,0,0,1
0.74,0.18,1.8725,0.446,2,0,0,1
0.75,0.18,1.893,0.445,2,0,0,1
0.21,0.045,0.0475,0.013,1,0,1,0
0.285,0.055,0.101,0.0335,1,0,1,0
0.295,0.07,0.121,0.0405,1,0,1,0
0.3,0.085,0.117,0.0415,1,0,1,0
0.305,0.09,0.1465,0.0415,1,0,1,0
0.335,0.08,0.168,0.05,1,0,1,0
0.35,0.075,0.18,0.055,1,0,1,0
0.355,0.075,0.1775,0.054,1,0,1,0
0.355,0.09,0.1985,0.058,1,0,1,0
0.36,0.095,0.2,0.061,2,0,1,0
0.36,0.075,0.2205,0.066,1,0,1,0
0.36,0.075,0.1845,0.055,1,0,1,0
0.365,0.085,0.2225,0.066,1,0,1,0
0.37,0.095,0.2175,0.065,1,0,1,0
0.375,0.08,0.2165,0.07,1,0,1,0
0.38,0.095,0.243,0.075,1,0,1,0
0.38,0.1,0.237,0.082,1,0,1,0
0.385,0.09,0.2365,0.076,2,0,1,0
0.385,0.095,0.257,0.07,1,0,1,0
0.385,0.09,0.308,0.0835,2,0,1,0
0.39,0.09,0.252,0.08,1,0,1,0
0.39,0.1,0.281,0.077,1,0,1,0
0.39,0.1,0.2225,0.073,1,0,1,0
0.41,0.09,0.304,0.0955,2,0,1,0
0.41,0.09,0.28,0.075,2,0,1,0
0.415,0.1,0.313,0.0965,1,0,1,0
0.425,0.11,0.317,0.09,2,0,1,0
0.425,0.08,0.303,0.095,1,0,1,0
0.435,0.1,0.3295,0.11,1,0,1,0
0.435,0.11,0.367,0.105,1,0,1,0
0.45,0.095,0.3245,0.105,2,0,1,0
0.45,0.11,0.4195,0.1345,1,0,1,0
0.455,0.115,0.457,0.147,2,0,1,0
0.46,0.11,0.4,0.1205,1,0,1,0
0.46,0.11,0.4255,0.13,1,0,1,0
0.465,0.12,0.4365,0.147,2,0,1,0
0.465,0.11,0.393,0.12,2,0,1,0
0.47,0.125,0.499,0.155,2,0,1,0
0.475,0.145,0.6325,0.19,2,0,1,0
0.475,0.1,0.4285,0.112,1,0,0,1
0.475,0.125,0.4905,0.125,2,0,1,0
0.48,0.125,0.474,0.175,2,0,1,0
0.48,0.12,0.536,0.15,2,0,1,0
0.48,0.16,0.464,0.239,2,0,0,1
0.485,0.13,0.6025,0.16,1,0,1,0
0.49,0.115,0.4615,0.143,2,0,1,0
0.49,0.135,0.624,0.169,2,0,1,0
0.495,0.125,0.4715,0.15,2,0,1,0
0.495,0.105,0.602,0.19,2,0,1,0
0.5,0.12,0.616,0.1935,2,0,1,0
0.5,0.12,0.5955,0.173,2,0,1,0
0.5,0.14,0.559,0.169,2,0,1,0
0.51,0.13,0.6025,0.162,1,0,1,0
0.515,0.11,0.6065,0.15,1,1,0,0
0.515,0.125,0.4725,0.138,2,0,1,0
0.515,0.105,0.4745,0.1275,2,0,1,0
0.515,0.125,0.6635,0.17,2,0,1,0
0.515,0.125,0.5705,0.185,2,0,1,0
0.52,0.145,0.646,0.165,2,0,1,0
0.52,0.13,0.5545,0.1895,1,0,1,0
0.525,0.145,0.845,0.2875,2,0,0,1
0.525,0.12,0.664,0.178,2,0,1,0
0.525,0.135,0.615,0.175,2,0,1,0
0.525,0.14,0.654,0.169,1,0,1,0
0.525,0.155,0.707,0.225,2,0,0,1
0.53,0.12,0.5965,0.177,1,0,1,0
0.53,0.135,0.6255,0.2135,2,0,1,0
0.53,0.145,0.555,0.195,2,0,1,0
0.53,0.13,0.8365,0.249,2,0,1,0
0.535,0.13,0.657,0.175,1,0,1,0
0.54,0.17,0.836,0.24,2,0,1,0
0.54,0.14,0.742,0.25,2,0,1,0
0.54,0.14,0.8195,0.2295,2,0,1,0
0.54,0.14,0.972,0.269,2,0,0,1
0.54,0.14,0.6275,0.235,2,0,1,0
0.54,0.13,0.7205,0.225,2,0,1,0
0.54,0.135,0.686,0.213,2,0,1,0
0.545,0.13,0.686,0.18,2,0,1,0
0.545,0.12,0.543,0.1725,2,0,1,0
0.545,0.125,0.717,0.22,2,0,1,0
0.55,0.14,0.7625,0.259,2,0,0,1
0.55,0.15,0.639,0.217,2,0,1,0
0.55,0.135,0.816,0.23,2,0,1,0
0.55,0.145,0.7815,0.2215,2,0,1,0
0.55,0.15,0.7665,0.21,2,0,1,0
0.555,0.13,0.5585,0.17,2,0,1,0
0.555,0.14,0.765,0.206,2,0,1,0
0.555,0.145,0.9005,0.2765,2,0,1,0
0.56,0.15,0.8225,0.236,2,0,1,0
0.56,0.13,0.7235,0.2,2,0,1,0
0.56,0.135,0.849,0.2645,2,0,0,1
0.565,0.155,0.743,0.231,2,0,1,0
0.565,0.15,0.863,0.27,2,1,0,0
0.565,0.125,0.802,0.215,2,0,0,1
0.565,0.15,0.831,0.219,2,0,0,1
0.57,0.135,0.7805,0.21,2,1,0,0
0.57,0.14,0.795,0.245,2,0,0,1
0.57,0.17,0.848,0.25,2,0,1,0
0.57,0.145,0.833,0.2815,2,0,1,0
0.57,0.155,0.867,0.28,2,0,1,0
0.57,0.145,0.7405,0.1825,2,0,1,0
0.575,0.165,0.867,0.268,2,0,0,1
0.575,0.135,0.7965,0.239,2,0,1,0
0.575,0.155,1.116,0.34,2,1,0,0
0.575,0.125,0.78,0.235,2,0,1,0
0.575,0.185,0.985,0.355,2,0,0,1
0.575,0.195,0.9965,0.47,2,1,0,0
0.575,0.17,0.8015,0.25,2,0,1,0
0.575,0.135,0.807,0.254,2,0,1,0
0.575,0.15,1.0305,0.36,2,1,0,0
0.575,0.16,0.839,0.239,2,0,0,1
0.575,0.16,0.9615,0.275,2,0,0,1
0.58,0.15,0.834,0.23,2,1,0,0
0.58,0.155,1.0335,0.295,2,0,0,1
0.58,0.13,0.798,0.2285,2,0,0,1
0.58,0.125,0.7095,0.235,2,0,1,0
0.585,0.14,0.913,0.253,2,1,0,0
0.59,0.165,1.207,0.309,2,0,0,1
0.59,0.145,1.022,0.265,2,0,1,0
0.59,0.145,0.9015,0.26,2,0,1,0
0.595,0.15,0.9,0.265,2,1,0,0
0.595,0.14,0.838,0.217,2,0,0,1
0.595,0.145,0.959,0.2535,2,0,0,1
0.595,0.15,0.8335,0.235,2,0,1,0
0.6,0.155,0.9735,0.3,2,1,0,0
0.6,0.15,1.13,0.305,2,1,0,0
0.6,0.165,0.9165,0.2725,2,0,0,1
0.6,0.17,0.9175,0.29,2,0,1,0
0.6,0.18,1.0645,0.325,2,1,0,0
0.6,0.165,1.059,0.275,2,0,0,1
0.6,0.16,1.194,0.2635,2,0,0,1
0.605,0.145,0.9775,0.275,2,1,0,0
0.605,0.145,0.884,0.27,2,0,0,1
0.605,0.145,0.8025,0.22,2,0,1,0
0.605,0.14,0.991,0.24,2,1,0,0
0.605,0.155,0.974,0.3345,2,1,0,0
0.605,0.18,1.434,0.431,2,1,0,0
0.61,0.155,0.983,0.266,2,0,0,1
0.61,0.16,1.0725,0.28,2,1,0,0
0.61,0.15,1.2405,0.3085,2,1,0,0
0.61,0.16,1.022,0.2945,2,0,0,1
0.61,0.16,1.1155,0.379,2,1,0,0
0.61,0.125,0.9225,0.26,2,0,1,0
0.61,0.17,1.1185,0.31,2,0,0,1
0.61,0.18,1.2795,0.355,1,1,0,0
0.615,0.16,1.0175,0.28,2,0,0,1
0.615,0.175,1.224,0.311,2,0,0,1
0.62,0.18,1.154,0.315,2,0,1,0
0.62,0.155,1.3255,0.335,2,1,0,0
0.62,0.175,1.221,0.395,2,0,0,1
0.62,0.165,1.139,0.357,2,1,0,0
0.62,0.16,1.066,0.305,2,0,1,0
0.62,0.18,1.2215,0.313,2,1,0,0
0.62,0.14,0.8565,0.295,2,0,1,0
0.62,0.135,0.924,0.2965,2,0,1,0
0.62,0.15,1.266,0.309,2,0,0,1
0.62,0.175,1.0405,0.3,2,1,0,0
0.625,0.165,1.1165,0.3325,2,0,0,1
0.625,0.16,1.0845,0.3105,2,0,0,1
0.625,0.17,1.0985,0.354,2,0,0,1
0.625,0.155,1.1955,0.3145,2,0,1,0
0.625,0.175,1.362,0.3705,2,1,0,0
0.625,0.15,1.044,0.278,2,0,1,0
